Date,rstar,g,z,output gap,real rate gap,,,All results are output from the Stage 3 model.,,,,,,,,,,,,,,,Standard Errors,Date,y*,r*,g,,,rstar (smoothed),g (smoothed),z (smoothed),output gap (smoothed)
1964-10-01,4.13633877335954,3.9260093906996,-0.032550665326825,1.83772701723387,-1.81912909907407,,,Draws excluded because b_y <  0.025:,,,,1259,,,,,,,,,,,,1964-10-01,1.67985477738193,1.39008115130233,0.42851219258496,,,4.33604024431437,4.17326096629148,-0.0953968297967468,1.19923724420926
1965-01-01,4.49661990372665,4.24752611508234,-0.0136766848802979,2.07224840312404,-2.05731703648419,,,Draws excluded because a_y1 + a_y2 < 1:,,,,24,,,,,,,,,,,,1965-01-01,1.70541172166372,1.39093270546727,0.425540001894527,,,4.32655321507564,4.16679514520519,-0.0980180340828106,1.84033885251858
1965-04-01,4.46473036915248,4.22138514300569,-0.0178080529392639,2.35359838617933,-1.88918785552237,,,,,,,,,,,,,,,,,,,1965-04-01,1.72783831394721,1.39159483661469,0.423044687946885,,,4.31600789749643,4.16128892949681,-0.1027164974573,2.24171474203672
1965-07-01,4.70043561548357,4.4381608844517,-0.0122892399922855,2.63766898109066,-2.11837663804722,,,Signal-to-noise Ratios,,,,Log Likelihood,,,,,,,,,,,,1965-07-01,1.77769638191758,1.38846239955671,0.420478265820644,,,4.2904294762507,4.14503776677733,-0.111038388245373,3.00911409278865
1965-10-01,4.90320683214273,4.62568730994997,-0.00864565063486264,3.04461594994621,-2.24280803275166,,,lambda_g,0.0657495504315396,,,-588.769980451101,,,,,,,,,,,,1965-10-01,1.8544839966657,1.3818456442668,0.417759731528196,,,4.25084091530268,4.1186047998946,-0.122558723801064,3.86508624277667
1966-01-01,5.12163954198378,4.80770442350014,0.0165095738957736,3.62429327118343,-2.19661471235615,,,lambda_z,0.0224708381097546,,,,,,,,,,,,,,,1966-01-01,1.9518680839608,1.37238177558704,0.414735796553772,,,4.19877926149407,4.08067757770859,-0.134346812196278,4.59242749684847
1966-04-01,4.87897574559922,4.55230029391634,0.0450503194415358,3.95422499491212,-1.81329589085974,,,,,,,,,,,,,,,,,,,1966-04-01,1.92124124112895,1.36579318017533,0.412291287405495,,,4.15790270543294,4.05234162723521,-0.145134432417498,4.4042246915842
1966-07-01,4.86436985113952,4.5156439301049,0.0693685111840056,3.90555612241951,-1.28926954150552,,,,,,,,,,,,,,,,,,,1966-07-01,1.92155179987731,1.35896964240991,0.410039153163203,,,4.11611792610861,4.02341695139064,-0.156205129413984,4.2183518430088
1966-10-01,4.84710953410491,4.48517570267659,0.0844613188877858,3.77984970980458,-1.12084887776988,,,State vector: [y_{t}* y_{t-1}* y_{t-2}* g_{t} g_{t-1} g_{t-2} z_{t} z_{t-1} z_{t-2}],,,,,,,,,,,,,,,,1966-10-01,1.93021109661192,1.35190529306614,0.407922639199408,,,4.07344387735367,3.99388371196277,-0.167518883862779,4.00980875238747
1967-01-01,4.81207269639631,4.50853129031246,0.0246240151232081,3.22736922584556,-1.65422634673336,,,Initial State Vector,,,,,,,,,,,,,,,,1967-01-01,1.94303078748103,1.34470909505672,0.405832403627553,,,4.02995888787898,3.96292629289495,-0.178131293433157,3.76629489990796
1967-04-01,4.62443139854413,4.33451299719474,0.0217665402632058,2.91593034680227,-2.41423959758845,,,818.324116785135,817.16332624323,816.002630093675,1.16079054190514,1.16069614955521,1.16064894043326,0,0,0,,,,,,,,1967-04-01,1.90867564798087,1.33943228826614,0.404023184862406,,,3.99476581216065,3.93944340338373,-0.188388725771458,3.24658788212935
1967-07-01,4.66959959332623,4.34403744781185,0.0568210604114697,2.85156069175139,-2.77393967121972,,,,,,,,,,,,,,,,,,,1967-07-01,1.91607301905945,1.33323198699413,0.402267892678661,,,3.95598311044763,3.91323039034788,-0.19933676324241,3.08936526315551
1967-10-01,4.62557835779263,4.27773506485281,0.0832039621508133,2.89912694432428,-2.59019879629291,,,Initial Covariance Matrix,,,,,,,,,,,,,,,,1967-10-01,1.91450368178704,1.3267590698223,0.400791939862591,,,3.91675692965011,3.88848986527691,-0.212291862284436,3.07480127473707
1968-01-01,4.85296775516449,4.44811828354281,0.12966949250167,3.24418072031108,-2.34745505367829,,,0.6462408522836,0.2,0,0.2,0.2,0,0,0,0,,,,,,,,1968-01-01,1.98019115600699,1.31677133459343,0.399457316251752,,,3.86258312530623,3.85206318995313,-0.227785478444483,3.60696434509032
1968-04-01,4.93789904476527,4.50334719575996,0.155955168722703,3.62794723838113,-1.41939119937726,,,0.2,0.2,0,0,0,0,0,0,0,,,,,,,,1968-04-01,2.03014207126572,1.30543472750638,0.398431555449463,,,3.80189469518578,3.80995812971622,-0.243764045834421,4.00296448914889
1968-07-01,4.84587510783855,4.41581731572726,0.156876091607646,3.66779298750987,-1.81666065445375,,,0,0,0.2,0,0,0,0,0,0,,,,,,,,1968-07-01,2.01591590633993,1.29489195128411,0.397750564806067,,,3.74417946329798,3.77020684022035,-0.25926880024702,3.928014215752
1968-10-01,4.73170138675991,4.30424291095848,0.161179254147811,3.46886756058132,-2.35319502905541,,,0.2,0,0,0.201064500037196,0.2,0,0,0,0,,,,,,,,1968-10-01,1.98466643379939,1.28498497360223,0.397389387181816,,,3.68957829225148,3.73426124031088,-0.275700619945355,3.65647265056293
